"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"51959","US-Mexico Border","August 20, 2019","2019","Aug","","2","2","","2","","1","Presumed drowning","Río Bravo near Mudo island in Piedras Negras, Coahuila, Mexico","Zocalo, GMN Noticias","28.710228241930, -100.509740470240","Central America to US","http://bit.ly/2HjwtxJ, http://bit.ly/2Zm7oZ8","Central America","3"
"51960","US-Mexico Border","August 20, 2019","2019","Aug","1","","1","","","1","","Unknown","Ranch near El Saucito, Coahuila, Mexico","Zocalo, Super Channel 12","28.513027700000, -100.455079600000","Central America to US","http://bit.ly/2KWleMR, http://bit.ly/2HyeSCz","Central America","3"
"51957","US-Mexico Border","August 19, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near El Saucito, Guerrero, Coahuila, Mexico","Zocalo, Rancherita del Aire","28.532276939605, -100.402250811240","Central America to US","http://bit.ly/2z9D5uh, http://bit.ly/2MtZZF9","Central America","3"
"51958","Middle East","August 19, 2019","2019","Aug","5","","5","11","1","3","1","Vehicle Accident","Unspecified roadway in Acıgöl, Nevsehir, Turkey","IOM Turkey","38.550109000000, 34.508887000000","","","Western Asia","4"
"51956","Southeast Asia","August 18, 2019","2019","Aug","10","","10","","6","4","","Vehicle Accident","Wang Sombun District, Sa Kaeo Province, Thailand","IOM Thailand, Khaosodenglish","13.388819900000, 102.117540400000","","https://bit.ly/2TQ0slO, https://bit.ly/2KY2uwn","South-eastern Asia","4"
"51955","Mediterranean","August 17, 2019","2019","Aug","1","1","2","278","","2","","Drowning","Off the coast of either Al-Khums, Al-Zawiya or Tripoli, Libya","IOM Libya, Libya Observer","33.140843540490, 12.570127875000","Central Mediterranean","http://bit.ly/2YWFF69","Uncategorized","4"
"51952","US-Mexico Border","August 13, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near Presidentes, Piedras Negras, Coahuila, Mexico","La Rancherita der Aire, El Zocalo","28.679713428365, -100.507124727940","","http://bit.ly/2yXZHxF, http://bit.ly/2KxlsuC","Central America","3"
"51953","Mediterranean","August 13, 2019","2019","Aug","1","13","14","1","","1","","Unknown","Unspecified location in the Maltese SAR zone in the Mediterranean","Maltese Armed Forces and survivor via IOM Malta","35.397650213187, 14.194141585937","","http://bit.ly/2ZUXf6S, https://yhoo.it/2H4ceUQ","Uncategorized","4"
"51954","US-Mexico Border","August 13, 2019","2019","Aug","1","","1","","","1","","Unknown","Unspecified ranch in Brooks County, Texas near U.S. Highway 281 Border Patrol checkpoint","Breitbart Texas","26.800871463193, -98.101282160961","","http://bit.ly/2Tze30N","Northern America","1"
"51951","Central America","August 12, 2019","2019","Aug","1","","1","","","1","","Shot","Kilometer 73 of highway near Guastoya, El Progreso, Guatemala","El Heraldo, La Prensa, Notibomba","14.854359535137, -90.090189456836","","http://bit.ly/2KwcWMt, http://bit.ly/2ZWijKp, http://bit.ly/31Etdof","Central America","3"
"51949","US-Mexico Border","August 10, 2019","2019","Aug","1","","1","","","1","","Unknown","Near La Grulla, Starr County, Texas, USA","AP","26.257108089834, -98.636932432800","","https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N, https://bit.ly/31GPO3U","Northern America","3"
"51950","Central America","August 10, 2019","2019","Aug","1","","1","","","1","","Fall from train","Near Tlacuilolapan, Moloacán, Veracruz, Mexico","Formato 7","17.978116665155, -94.268896486816","","https://bit.ly/2Z7IpIR, https://bit.ly/2Mj2nic","Central America","3"
"51947","US-Mexico Border","August 09, 2019","2019","Aug","1","","1","","","1","","Unknown","Ranch near Sarita checkpoint, Kenedy County, Texas, USA","AP","27.198533249885, -97.812651847266","","https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N","Northern America","3"
"51948","Europe","August 09, 2019","2019","Aug","","1","1","19","1","","","Drowning","In the English Channel en route to coast of Kent, England","IOM UK","50.985813319746, 1.263302548438","","https://bbc.in/301GdnG, https://bit.ly/2Z7GOXy","Uncategorized","3"
"51945","South America","August 08, 2019","2019","Aug","1","","1","","","1","","Fell from truck","Kilometer 62 of highway from Ibagué en route to Calarca, Colombia","Venezuela al Dia, Voz de America","4.420165536445, -75.382909934570","","http://bit.ly/2yRMPcq, http://bit.ly/2KNlA8e","South America","3"
"51946","US-Mexico Border","August 08, 2019","2019","Aug","1","","1","","","","","Unknown","Near Sullivan City, Hidalgo County, Texas, USA","AP","26.270817082003, -98.593158756836","","https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N","Northern America","3"
"51940","US-Mexico Border","August 06, 2019","2019","Aug","1","","1","","","","","Drowning","Río Bravo, near Bowles Ranch, Eagle Pass, Maverick County, Texas, USA","Zócalo","28.749602003299, -100.453633473300","","http://bit.ly/31kMaMI","Northern America","1"
"51944","US-Mexico Border","August 06, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near Matamoros, Tamaulipas, Mexico","Noticias24Siete","25.879783779872, -97.494390565546","","http://bit.ly/2M9Fr4G","Central America","1"
"51938","Mediterranean","August 05, 2019","2019","Aug","","2","2","49","","1","1","Presumed drowing","Unspecified location between Libya and Lampedusa, Italy","IOM Italy, UNHCR","34.269472676972, 12.705224426730","Central Mediterranean","http://bit.ly/2Ko0Rc4","Uncategorized","4"
"51939","Middle East","August 05, 2019","2019","Aug","1","","1","","","1","","Shot","Syria-Turkey border, near Azmarin, Idlib, Syria","The New Arab, Syrian Observer","36.056638025335, 36.379893894294","","http://bit.ly/2OMVTtZ, http://bit.ly/2MMHpYb, http://bit.ly/2Kno8Lj","Western Asia","3"
"51935","Central America","August 03, 2019","2019","Aug","1","","1","","","1","","Hit by train","Train tracks near colonia Analco, Ramos Arizpe, Coahuila, Mexico","Excélsior, El Heraldo de Saltillo, Diario de México","25.556799823202, -100.947820623090","","http://bit.ly/2TbqPSV, http://bit.ly/2TamEH0, http://bit.ly/2T8D7vz","Central America","3"
"51936","Central America","August 03, 2019","2019","Aug","1","","1","","","1","","Hit by train","Train tracks near Puente Tehuantepec 1, near Canticas, Cosoleacaque, Veracruz, Mexico","Al Calor Político, XEU Noticias","18.093831289622, -94.570061605679","","http://bit.ly/2Tfs3Nl, http://bit.ly/2Ksxq7y","Central America","3"
"51937","US-Mexico Border","August 03, 2019","2019","Aug","1","","1","8","","1","","Dehydration","Comanche ranch, Maverick County, Texas, USA","US Border Patrol, Zócalo","28.624902866605, -100.158129172730","","http://bit.ly/2GSHpCj, http://bit.ly/31kI7QD","Northern America","5"
"51913","US-Mexico Border","August 02, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near El Patinadero, Parque Viveros, Tamaulipas, Mexico","La Jornada, Vox Pópuli, El Mañana","27.479457459751, -99.479084887306","","http://bit.ly/2KhTKSs, http://bit.ly/2OGcSOA, http://bit.ly/2MG0AmG","Central America","3"
"51914","Central America","August 02, 2019","2019","Aug","1","","1","","","1","","Cardiac arrest","5ª Oriente between 7ª and 9ª Norte, Tapachula, Chiapas, Mexico","Fiscalía General del Estado, ADN Cuba, Debate","14.905556700000, -92.263413600000","","http://bit.ly/31jGWAY, http://bit.ly/31gRPDt, http://bit.ly/2YMFHMQ","Central America","5"
"51915","US-Mexico Border","August 02, 2019","2019","Aug","1","","1","1","","1","","Drowning","Río Bravo, near Presa Internacional Anzaldúas, Reynosa, Tamaulipas, Mexico","Excélsior, Milenio","26.137927499760, -98.335083318429","","http://bit.ly/2T6wOZa, http://bit.ly/2ZxWZdZ","Central America","3"
"51916","US-Mexico Border","August 02, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near Centro Recreativo La Playita, Reynosa, Tamaulipas, Mexico","Multimedios, Milenio","26.143086411111, -98.328974527383","","http://bit.ly/31hPGHK, http://bit.ly/2ZxWZdZ","Central America","3"
"51917","US-Mexico Border","August 02, 2019","2019","Aug","1","","1","","","1","","Dehydration","Kunafin Junfin ranch, near Normandy, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.908961809038, -100.600107187710","","http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c","Northern America","3"
"51934","Mediterranean","August 02, 2019","2019","Aug","1","","1","","","","","Drowning","Body recovered on Plage Bouyafar, near Nador, Morocco (Alboran sea)","Association Marocaine des Droits Humains - Section Nador","35.244430799903, -3.171523489268","Western Mediterranean","http://bit.ly/2Kq2x3C","Uncategorized","4"
"51911","US-Mexico Border","August 01, 2019","2019","Aug","1","","1","1","","1","","Sickness","Died at the Lordsburg Border Patrol Station in New Mexico, USA, just hours after being apprehended near El Paso","US Border Patrol","32.348230000000, -108.745486700000","","http://bit.ly/2Mynhco, https://cbsn.ws/2ZuGOhq, https://reut.rs/31leX3A","Northern America","5"
"51912","US-Mexico Border","August 01, 2019","2019","Aug","1","","1","","","1","","Drowning","Río Bravo, near Nuevo Laredo, Tamaulipas, Mexico","La Jornada, Vox Pópuli","27.476619774726, -99.481808951156","","http://bit.ly/2KhTKSs, http://bit.ly/2MDWviQ","Central America","3"
"51906","Central America","July 31, 2019","2019","Jul","1","","1","9","","1","","Shot","Train tracks near Casa del Migrante de Saltillo, Coahuila, Mexico","Casa del Migrante de Saltillo","25.406105756861, -101.023817863880","","http://bit.ly/2Zo6Naj, http://bit.ly/2Ma7L6T","Central America","4"
"51908","US-Mexico Border","July 31, 2019","2019","Jul","1","","1","","","1","","Dehydration","La Paloma ranch, near Highway 57, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.788046840156, -100.399340051310","","http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c","Northern America","3"
"51909","Europe","July 31, 2019","2019","Jul","1","","1","","","1","","Unknown","Velika Kladuša, Bosnia and Herzegovina, near border with Croatia","AP, ANSA","45.188659376355, 15.792659899916","Western Balkans","https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ","Southern Europe","3"
"51910","Europe","July 31, 2019","2019","Jul","1","","1","","","","","Hit by train","Train tracks near Bihac, Bosnia and Herzegovina","AP, ANSA","44.819532705347, 15.886675625029","Western Balkans","https://nyti.ms/2LVDTLC, http://bit.ly/2KcuRHZ","Southern Europe","3"
"51932","Central America","July 31, 2019","2019","Jul","1","","1","","","1","","Hit by train","Train tracks near colonia Adolfo López Mateos, Coatzacoalcos, Veracruz, Mexico","Imagen del Golfo, Al Calor Político","18.122947113580, -94.428417813531","","http://bit.ly/33uO7rY, http://bit.ly/2ZHwQcL","Central America","3"
"51933","US-Mexico Border","July 31, 2019","2019","Jul","2","","2","","","","","Unknown","Different locations in Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.081117540308, -98.200171188456","","http://bit.ly/33menV4","Northern America","1"
"51905","Horn of Africa","July 30, 2019","2019","Jul","","15","15","78","","","","Dehydration, Starvation, Drowning","Gulf of Aden, off the coast of Al Buraiqeh, Yemen","IOM Yemen","12.666870541656, 44.740286808419","","http://bit.ly/2SRODeG","Western Asia","4"
"51903","US-Mexico Border","July 29, 2019","2019","Jul","1","","1","1","1","","","Drowning","Canal near the César Chávez Border Highway at Yarbrough, El Paso, El Paso County, Texas, USA","El Paso Police Department, El Paso Times, El Diario, Prensa Libre","31.710822977115, -106.368404026530","","http://bit.ly/2YyR6jh, http://bit.ly/2YxoqDd, http://bit.ly/2yrv7Mw, http://bit.ly/2ODWHRG","Northern America","5"
"51904","US-Mexico Border","July 29, 2019","2019","Jul","1","","1","2","","1","","Drowning","Río Bravo, near Ejido Madero del Río, Ciudad Acuña, Coahuila, Mexico","La Voz de Coahuila, El Siglo de Torreón","29.243763633996, -100.795425353080","","http://bit.ly/31cjPZ7, http://bit.ly/2Khaqs5","Central America","3"
"51931","US-Mexico Border","July 29, 2019","2019","Jul","1","","1","","","","","Unknown (skeletal remains)","Ranch near the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.009070649842, -98.076525118501","","http://bit.ly/33menV4","Northern America","1"
"51892","Europe","July 28, 2019","2019","Jul","1","","1","","","1","","Drowning","Evros/Meriç river, near Aristino, Greece","E-Evros","40.840002243105, 26.215655703007","","http://bit.ly/2SNfCYT","Southern Europe","1"
"51902","US-Mexico Border","July 28, 2019","2019","Jul","1","","1","","","1","","Drowning","Río Bravo, near Calle Chihuahua, Nuevo Laredo, Tamaulipas, Mexico","Vox Pópuli, Milenio","27.471696385531, -99.483042038298","","http://bit.ly/2KeShv7, http://bit.ly/2KeSNcx","Central America","3"
"51930","US-Mexico Border","July 28, 2019","2019","Jul","1","","1","","","1","","Unknown","Ranch north of Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.276826238812, -98.061468795878","","http://bit.ly/33menV4","Northern America","1"
"51901","US-Mexico Border","July 27, 2019","2019","Jul","1","","1","1","1","","","Dehydration","Body recovered along the boundary of the Barry M. Goldwater Bombing Range, Yuma County, Arizona, USA","KYMA","32.403532528465, -113.705843930820","","http://bit.ly/331wTlK","Northern America","1"
"51943","US-Mexico Border","July 27, 2019","2019","Jul","4","","4","","","","","Drowning","El Centro, Imperial County, California, USA","Desert Sun","32.757037478041, -115.566391980990","","https://bit.ly/33zJAEx","Northern America","1"
"51894","Mediterranean","July 25, 2019","2019","Jul","43","107","150","134","","","","Drowning","Unspecified location off the coast of Al-Khums, Libya","IOM Libya, UNHCR Libya, MSF","32.834432719848, 14.624344026235","Central Mediterranean","https://twitter.com/IOM_Libya/status/1154383880075583488","Uncategorized","4"
"51895","US-Mexico Border","July 25, 2019","2019","Jul","1","","1","","","","","Drowning","Río Bravo, near Santa Ana National Wildlife Refugee, Hidalgo County, Texas, USA","El Mañana, Zócalo","26.054200041735, -98.141739029125","","http://bit.ly/2yopgYc, http://bit.ly/2SK5os4","Northern America","3"
"51890","Mediterranean","July 24, 2019","2019","Jul","1","","1","","","1","","Drowning","Off the coast of Al-Hoceima, Morocco (Alboran Sea)","Salua El Omari","35.303407863438, -3.925795900205","Western Mediterranean","http://bit.ly/2SziE2K","Uncategorized","1"
"51888","Mediterranean","July 23, 2019","2019","Jul","1","","1","","","1","","Drowning","Off the coast of El Tarajal, Ceuta, Spain","Europa Press, El Faro de Ceuta","35.872671290563, -5.340692227750","Western Mediterranean","http://bit.ly/2YgZpMm, http://bit.ly/2K0bVef","Uncategorized","3"
"51889","Mediterranean","July 23, 2019","2019","Jul","","1","1","8","1","","1","Drowning","Off the coast of Bodrum, Turkey","Turkish Coast Guard via IOM Turkey, Alarm Phone, Daily Sabah","36.943265558429, 27.403303047554","Eastern Mediterranean","https://bit.ly/2JUmjE8, http://bit.ly/30XKisX","Uncategorized","5"
"51929","US-Mexico Border","July 23, 2019","2019","Jul","1","","1","","","1","","Unknown","Ranch near Encino, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","26.929552244014, -98.242094456034","","http://bit.ly/33menV4","Northern America","1"
"51893","US-Mexico Border","July 22, 2019","2019","Jul","2","","2","","1","1","","Dehydration","Desert near Arizona State Route 86, Pima County, Arizona, USA","Águilas del Desierto via Phoenix New Times","31.994554632983, -112.006083362580","","http://bit.ly/2Y7beK9","Northern America","1"
"51900","Mediterranean","July 22, 2019","2019","Jul","","1","1","","","1","","Presumed drowing","Disappeared while swimming around the border fence between Morocco and El Tarajal, Ceuta, Spain","El Faro de Ceuta","35.870741242641, -5.341660207254","Western Mediterranean","http://bit.ly/2KguVp5","Uncategorized","1"
"51887","US-Mexico Border","July 21, 2019","2019","Jul","1","","1","","","1","","Drowning","Canal in ranch in Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.715580848881, -100.394364241040","","http://bit.ly/2OiHLsc, http://bit.ly/2JUaxex","Northern America","3"
"51880","US-Mexico Border","July 20, 2019","2019","Jul","1","","1","","","1","","Sickness and lack of access to medicines","Hospital General de Ciudad Juárez, Chihuaha, México","El Diario, Reforma","31.738054300000, -106.456257900000","","http://bit.ly/2Lzahnb, http://bit.ly/2JTGHWg","Central America","3"
"51881","Europe","July 20, 2019","2019","Jul","1","","1","","","1","","Hit by train","Train tracks along the railway line Thessaloniki-Alexandroupolis, near Xanthi, Greece","Refugee Support Aegean,  Efsyn","40.640062900000, 22.944419100000","","http://bit.ly/2M3Czp7, http://bit.ly/2Lw8NKc","Southern Europe","4"
"51882","US-Mexico Border","July 20, 2019","2019","Jul","1","","1","2","1","","","Multiple organ failure","Hospital General Doctor Salvador Chavarría in Piedras Negras, Coahuila, Mexico - after being rescued from the Río Bravo","La Prensa de Monclova, El Diario de Coahuila, Zócalo","28.661188000000, -100.540686400000","","http://bit.ly/2LxMKCX, http://bit.ly/2SscukQ, http://bit.ly/2LyoGjp","Central America","3"
"51942","US-Mexico Border","July 20, 2019","2019","Jul","1","","1","","","1","","Hypothermia","Near El Centro, Imperial County, California, USA","The San Diego Union Tribune","32.756800460358, -115.643388924410","","https://bit.ly/2KJ3jJd","Northern America","1"
"51879","US-Mexico Border","July 19, 2019","2019","Jul","1","","1","","","1","","Stabbed","Hospital de la Familia -  - after being stabbed in colonia Chaveña, Ciudad Juárez, Chihuahua, México","Noticiero Universal, Periódico Cubano","31.730067100000, -106.483289300000","","http://bit.ly/2y2PsYq, http://bit.ly/2y7OnOR","South America","3"
"51886","Central America","July 19, 2019","2019","Jul","1","","1","","","1","","Shot","Near border bridge El Ceibo, Tenosique, Tabasco, Mexico - near border with Guatemala","XEVA Noticias, El Piñero","17.258728416225, -91.012688908886","","http://bit.ly/2LDCNE7, http://bit.ly/2YeNyOY","Central America","3"
"51876","Middle East","July 18, 2019","2019","Jul","16","","16","50","6","6","5","Vehicle Accident","Road near Ilıkaynak district, İpekyolu, Van province, Turkey","Daily Sabah, L'Orient Le Jour, Sabah","38.749640000000, 43.613323000000","","http://bit.ly/2M0mGQo, http://bit.ly/30NaG97, http://bit.ly/30QlDXB","Western Asia","3"
"51877","South America","July 18, 2019","2019","Jul","1","","1","1","","","","Hit by truck","Road in Pamplona, Santander, Colombia","El Nacional, La Opinión, El Periodiquito","7.378230000000, -72.650336900000","","http://bit.ly/2XYe8fi, http://bit.ly/2XSbIn3, http://bit.ly/2LXzXZQ","South America","3"
"51878","US-Mexico Border","July 18, 2019","2019","Jul","1","","1","","","1","","Drowning","Río Bravo, nea Reynosa, Tamaulipas, Mexico","López Doriga, El Mercurio de Tamaulipas","25.981681000000, -98.079684600000","","http://bit.ly/2JHAVYV, http://bit.ly/2xWrEoZ","Central America","3"
"51928","US-Mexico Border","July 18, 2019","2019","Jul","1","","1","","","1","","Unknown","Ranch southwest of Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart","27.137592559984, -98.230383590799","","http://bit.ly/33menV4","Northern America","1"
"51875","South Asia","July 17, 2019","2019","Jul","1","","1","","","1","","Shot","Unspecified location on the Iran-Pakistan border, Sistan and Baluchestan, Iran","Pakistan Today, Daily Balochistan Express","26.095338100000, 61.846223500000","","http://bit.ly/2SxqCcp, http://bit.ly/2YgYeAD","South Asia","3"
"51927","US-Mexico Border","July 17, 2019","2019","Jul","1","","1","","1","","","Unknown","Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart","26.985855502773, -98.197718050630","","http://bit.ly/33menV4","Northern America","1"
"51867","US-Mexico Border","July 16, 2019","2019","Jul","1","","1","","","1","","Drowning","Río Bravo, near International Bridge 1, Eagle Pass, Maverick County, Texas, USA","Zócalo","28.705314967217, -100.511613685030","","http://bit.ly/2Sk6nPi","Northern America","1"
"51868","US-Mexico Border","July 16, 2019","2019","Jul","2","","2","","","2","","Drowning","Río Bravo near La Amistad Dam, Ciudad Acuña, Coahuila, Mexico","Zócalo, Noticias del Sol de la Laguna, El Universal","29.447929724258, -101.059931246190","","http://bit.ly/2LVNDVp, http://bit.ly/2XV2MIS, http://bit.ly/2LrtNSC","Central America","3"
"51869","Mediterranean","July 16, 2019","2019","Jul","1","","1","73","1","","","Drowning","Unspecified location in the Alboran Sea, between Morocco and Spain","Caminando Fronteras, Alarm Phone","36.196379448452, -2.452770359719","Western Mediterranean","http://bit.ly/2XX5xt2, http://bit.ly/2YZCLJC","Uncategorized","4"
"51926","US-Mexico Border","July 15, 2019","2019","Jul","1","","1","","","","","Unknown","Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","26.975792985096, -98.187075045258","","http://bit.ly/33menV4","Northern America","1"
"51866","US-Mexico Border","July 14, 2019","2019","Jul","1","","1","","","1","","Drowning","Río Bravo, near Brownsville, Cameron County, Texas, USA","El Sol de Tampico, Hoy Tamaulipas","25.900962109470, -97.525633099634","","http://bit.ly/30yYs3F, http://bit.ly/2YU19MF","Northern America","3"
"51925","US-Mexico Border","July 14, 2019","2019","Jul","1","","1","","","1","","Unknown","Ranch west of Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.208588228963, -98.238623336893","","http://bit.ly/33menV4","Northern America","1"
"51853","US-Mexico Border","July 12, 2019","2019","Jul","1","","1","","","1","","Drowning","Canal Anzaldúas, Reynosa, Tamaulipas, Mexico","El Mañana, El Sol de Tampico","26.136829136280, -98.337529265875","","http://bit.ly/2JxHzRe, http://bit.ly/2XPuwib","Central America","3"
"51885","Central America","July 11, 2019","2019","Jul","1","","1","","","1","","Hit by train","Train tracks near Las Huiberas, Cosoleacaque, Veracruz, Mexico","Imagen del Golfo, Qhubochano","18.023219672270, -94.641773520189","","http://bit.ly/2Mk7D4n, http://bit.ly/2M8NOg4","Central America","3"
"51924","US-Mexico Border","July 11, 2019","2019","Jul","1","","1","","1","","","Unknown","Ranch northeast of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.067851841443, -98.073091890962","","http://bit.ly/33menV4","Northern America","1"
"51849","US-Mexico Border","July 09, 2019","2019","Jul","1","","1","","","1","","Unknown","Near Mercado Zaragoza, Piedras Negras, Coahuila, Mexico","Zócalo","28.700944700000, -100.514561000000","","http://bit.ly/32mdMSQ","Central America","1"
"51847","US-Mexico Border","July 08, 2019","2019","Jul","1","","1","","","1","","Drowning","Morelos Dam, Vicente Guerrero, Mexicali, Baja California, Mexico","Uni Mexicali, El Imparcial, Radio Patr","32.705302900000, -114.728829800000","","http://bit.ly/2XwZbR6, http://bit.ly/32bOneN, http://bit.ly/2XOeAkc","Central America","3"
"51848","Caribbean","July 08, 2019","2019","Jul","8","","8","8","3","5","","Vehicle Accident","Van fell into irrigation canal near Barrero Adentro, Navarrete, Dominican Republic","Listin Diario, EFE, Noticias Sin	","19.559433200000, -70.869348600000","","http://bit.ly/2XCuDNV, http://bit.ly/2XDMQL7, http://bit.ly/2XU5odZ","Caribbean","3"
"51850","South America","July 08, 2019","2019","Jul","1","","1","","","1","","Presumed vehicle accident","Near Pan-American Highwaay, La Legua, Piura, Peru","Diario Peru	","-5.227319800000, -80.655000100000","","https://bit.ly/30CDJfB, https://bit.ly/2XB0PB6","South America","3"
"51884","US-Mexico Border","July 07, 2019","2019","Jul","1","","1","","","1","","Dehydration","Ranch located on U.S. Highway 285 west of Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.253449766985, -98.254332890286","","http://bit.ly/2ZgjiEY","Northern America","1"
"51830","Europe","July 06, 2019","2019","Jul","1","","1","7","","1","","Fell from truck","A29 motorway, near the Hellegatsplein junction, The Netherlands ","Calais Migrant Solidarity, NOS, Hart van Nederland","51.708842167962, 4.396572521430","","http://bit.ly/2XPgn8K, http://bit.ly/2xL1CoR, http://bit.ly/2KaXMMD","Western Europe","4"
"51831","Central America","July 06, 2019","2019","Jul","1","","1","9","1","","","Vehicle Accident","Federal highway 180 near Alvarado, Veracruz, Mexico","El Imparcial, Telediario","18.769659288645, -95.744834624192","","http://bit.ly/2YOi57D, http://bit.ly/2L7VcZu","Central America","3"
"51846","Central America","July 06, 2019","2019","Jul","1","","1","4","","1","","Tortured, Murdered","Body recovered near local road Yecapixtla-Cruz de Lima, in Ocuituco, Morelos, Mexico","Movimiento Migrante Mesoamericano, Proceso","18.877658400000, -98.773932400000","","http://bit.ly/2JvUvWL, http://bit.ly/2NFM68k, http://bit.ly/30sklBU","Northern America","4"
"51923","Europe","July 06, 2019","2019","Jul","1","","1","2","","1","","Drowning","Off the coast of Malo-les-Bains, near Dunkerque, Grand-Synthe, France","Calais Migrant Solidarity, La Voix du Nord","51.051900837879, 2.399199796303","","http://bit.ly/2KaXMMD, http://bit.ly/2yvJOOH","Western Europe","4"
"51829","US-Mexico Border","July 05, 2019","2019","Jul","1","","1","36","","1","","Unknown","Hospital in Tucson, Pima County, Arizona, USA - shortly after being apprehended by US Border Patrol agents west of Sasabe, Pima County, Arizona","US Border Patrol","32.242930100000, -110.946201300000","Central America to US","http://bit.ly/2S1f2Gf","Northern America","5"
"51852","US-Mexico Border","July 05, 2019","2019","Jul","","1","1","","","1","","Sickness and lack of access to medicines","Ranch near Loop 1604 and Pleasanton Road, near San Antonio, Bexar County, Texas, USA","Bexar County Sheriff's Office, CBS","29.207827735338, -98.507496358502","","http://bit.ly/2GdQghv, http://bit.ly/2XS3Kpl","Northern America","5"
"51828","US-Mexico Border","July 04, 2019","2019","Jul","1","","1","","1","","","Unknown","Ejido Jerónimo, 3km south of the Santa Teresa Port of Entry, Chihuahua, Mexico","El Diario, Norte Digital","31.773019723835, -106.701209668170","Central America to US","http://bit.ly/30nK525, http://bit.ly/2XvOQK1","Central America","3"
"51883","US-Mexico Border","July 04, 2019","2019","Jul","1","","1","3","","1","","Vehicle Accident","Loop 375 near Paisano Drive, El Paso, El Paso County, Texas, USA","Diario19, CBS4","31.762964918642, -106.446077661120","","http://bit.ly/2YfTfMz, http://bit.ly/2Y321Cs","Northern America","3"
"51821","Mediterranean","July 03, 2019","2019","Jul","83","","83","3","4","9","1","Presumed drowning, Hypothermia","Off the coast of Zarzis, Tunisia - departed from Zuwara, Libya","IOM Tunisia","33.618682016579, 11.439711900000","Central Mediterranean","","Uncategorized","4"
"51874","US-Mexico Border","July 03, 2019","2019","Jul","1","","1","","1","","","Unknown","Ranch southwest of the US Border Patrol checkpoint in Falfurrias, Brooks County, Texas, USA","Brooks County Sheriff's Office via Breitbart News","27.025097300000, -98.138399500000","","http://bit.ly/2Y8GiUG","Northern America","1"
"51819","Central America","July 02, 2019","2019","Jul","1","","1","1","1","","","Unknown","Inside hotel toom in Tuxtla Gutiérrez, Chiapas, Mexico - en route to the US border","La Tribuna, El Heraldo, Proceso","16.751600900000, -93.102993900000","","http://bit.ly/2Nth7wf, http://bit.ly/2XLzQXI, http://bit.ly/329Q5Ns","Central America","3"
"51922","Sub-Saharan Africa","July 02, 2019","2019","Jul","2","","2","","","","","Unknown (mummified remains)","30 km from Inkhalid, Mali, near border with Algeria. Departed from Bordj Badji Mokhtar on foot.","IOM Mali, Malian Red Cross of Tessalit","20.933613114219, 0.820411788365","","","Western Africa","4"
"51817","Sub-Saharan Africa","July 01, 2019","2019","Jul","1","","1","","","1","1","Drowning","Body recovered on Plage de Moya 2, Dzaoudzi-Labattoir, Mayotte, France","IOM Madagascar, Préfecture de Mayotte, Le Parisien, Franceinfo","-12.778757000000, 45.295226600000","","http://bit.ly/2RQbG94, http://bit.ly/30dWkhP, http://bit.ly/2LxLQWh","Eastern Africa","5"
