"Web ID","Region of Incident","Reported Date","Reported Year","Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Location Description","Information Source","Location Coordinates","Migration Route","URL","UNSD Geographical Grouping","Source Quality"
"46140","Central America","December 08, 2018","2018","Dec","1","","1","3","1","","","Shot","In truck near Juan Rodríguez Clara, Veracruz, Mexico","AFP, Soy502, Movimiento Migrante Mesoamericano","17.997026000000, -95.385768000000","","https://bit.ly/2zNZeis, https://bit.ly/2PqFPcp, https://bit.ly/2rsRZI2","Central America","3"
"48061","US-Mexico Border","December 08, 2018","2018","Dec","1","","1","","1","","1","Sickness and lack of access to medicines","Died in hospital in El Paso, Texas, after crossing border near Antelope Wells, New Mexico, USA","The Guardian, USA Today","31.770748000000, -106.499407000000","Central America to US","https://bit.ly/2Ew8xHS, https://bit.ly/2QUkX1W, https://bit.ly/2LlEenE","Northern America","3"
"46137","US-Mexico Border","December 07, 2018","2018","Dec","1","","1","","","","","Presumed drowning","Río Bravo, south of Laredo, Webb County, Texas, USA","News 4 San Antonio, La Jornada","27.427587000000, -99.491763000000","Central America to US","https://bit.ly/2QFKo7i, https://bit.ly/2QklBq1","Northern America","3"
"46136","Caribbean","December 06, 2018","2018","Dec","","7","7","21","","","","Presumed drowning","Mona Passage, off the coast of Isla Saona, Dominican Republic","US Coast Guard","17.962065000000, -68.291500000000","","https://bit.ly/2Uxe8Cg","Caribbean","5"
"48060","Mediterranean","December 06, 2018","2018","Dec","1","","1","","","1","","Presumed drowning","Body recovered 28 miles off Ceuta, Spain","Ceuta Actualidad","35.948083000000, -5.277967000000","Western Mediterranean","https://bit.ly/2rGNiuf","Uncategorized","1"
"46134","Middle East","December 05, 2018","2018","Dec","1","","1","","","1","","Hypothermia","Adasarhanlı, Edirne province, Turkey","Daily Sabah","41.090092000000, 26.347378000000","","https://bit.ly/2EbueMj, https://bit.ly/2UwyXxO, https://bit.ly/2SFfppk","Southern Europe","3"
"46135","US-Mexico Border","December 05, 2018","2018","Dec","1","","1","2","","1","","Drowning","Irrigation Canal,  2 miles west of the Gran Plaza Outlets near Calexico, Imperial County, California, USA","Imperial County Coroner's Office, US Border Patrol","32.659213618060, -115.577444479100","Central America to US","https://bit.ly/2B7T907","Northern America","5"
"46130","Mediterranean","December 04, 2018","2018","Dec","12","3","15","10","","","","Presumed drowning","Off the coast of Misrata, Libya (departed from Sabratah, Libya)","IOM Libya","32.835794000000, 15.372368000000","Central Mediterranean","https://bit.ly/2Um4XVt, https://reut.rs/2Sx8KNV, https://bit.ly/2Um4XVt","Uncategorized","4"
"46131","Mediterranean","December 04, 2018","2018","Dec","3","3","6","5","","2","","Presumed drowning","Off the coast of Azzefoun, wilaya of Tizi Ouzou, Algeria","IOM Algeria, El Watan, Alg24, Liberté Algérie","36.993449000000, 4.395623000000","Western Mediterranean","https://bit.ly/2EdvJKJ, https://bit.ly/2QCv5fB, https://bit.ly/2L1MQzI","Uncategorized","3"
"46127","US-Mexico Border","December 03, 2018","2018","Dec","1","","1","","","","","Presumed drowning","Río Bravo, near Mission, Hidalgo County, Texas, USA","US Border Patrol","26.160750000000, -98.349042000000","Central America to US","https://bit.ly/2UfVEpM","Northern America","5"
"46128","Middle East","December 03, 2018","2018","Dec","3","","3","1","","2","","Hypothermia","Akçadam and Adasarhanlı municipalities, Edirne province, Turkey, near border with Greece","IOM Turkey, Hurriyet, Daily Sabah","41.306959000000, 26.519596000000","","https://bit.ly/2UdTvuP, https://bit.ly/2EdPBNY, http://www.hurriyetdailynews.com/another-migrant-found-dead-after-greece-pushback-to-turkey-139514","Western Asia","3"
"46129","US-Mexico Border","December 03, 2018","2018","Dec","1","","1","","","1","","Presumed drowning","Río Bravo, near Ejido Los Cavazos, Reynosa, Tamaulipas","Hoy Tamaulipas, La Tarde","26.150512000000, -98.338580000000","Central America to US","https://bit.ly/2EhVU2G, https://bit.ly/2KZbu3Z, https://bit.ly/2E5RknB","Central America","3"
"46116","Mediterranean","December 02, 2018","2018","Dec","2","","2","32","","2","","Presumed drowning","Off the coast of Arzew, wilaya of Oran, Algeria","Algérie Presse Service, Algérie 360","36.206410000000, -0.440445000000","Western Mediterranean","https://bit.ly/2FUviXl, https://bit.ly/2U98hmx","Uncategorized","3"
"46126","US-Mexico Border","December 02, 2018","2018","Dec","1","","1","","","","","Presumed drowning","Río Bravo, near Brownsville, Cameron County, Texas, USA","US Border Patrol","25.886732000000, -97.518249000000","Central America to US","https://bit.ly/2UfVEpM","Northern America","5"
"46125","US-Mexico Border","December 01, 2018","2018","Dec","1","","1","","","","","Unknown (skeletal remains)","Ranch near Falfurrias, Brooks County, Texas, USA","US Border Patrol","27.122955000000, -98.093600000000","Central America to US","https://bit.ly/2UfVEpM","Northern America","5"
"48107","US-Mexico Border","December 01, 2018","2018","Dec","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.916318900000, -112.935779900000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"49266","US-Mexico Border","December 01, 2018","2018","Dec","1","","1","","1","","","Sickness and lack of access to medicines","Hinkle Ranch, Brewster County, Texas, USA","Brewster County Sheriff's Office","29.608160591764, -102.883570108590","Central America to US","","Northern America","5"
"49268","Europe","December 01, 2018","2018","Dec","1","","1","","","1","","Hypothermia","Near Adasevci, Serbia, 15km from the Croatian border","UNHCR","45.081655670171, 19.196530946899","","http://www.trackpersia.com/lost-life-iranian-pedram-safari-left-freeze-death/","Southern Europe","4"
"46114","US-Mexico Border","November 30, 2018","2018","Nov","1","","1","1","","1","","Hit by vehicle","Near temporary migrant shelter El Barretal, Tijuana, Mexico","El Tiempo Latino, El Mundo","32.534377000000, -117.066199000000","Central America to US","https://bit.ly/2QukfYT, https://bit.ly/2QzbNrw","Central America","3"
"46115","Europe","November 30, 2018","2018","Nov","1","","1","","","1","","Drowning","Dobra river, between Lipa and Protulipa villages, southwest of Karlovac, Croatia ","Police Administration Karlovac County via IOM Croatia, Croatian National Radio Television (HRT), KaPortal.hr, Radio Mrežnica, Cropix","45.408498000000, 15.391822000000","Western Balkans","https://bit.ly/2BI7HVu, https://bit.ly/2FXaNtb, https://bit.ly/2AIxXgM, https://bit.ly/2Q7tFKy","Southern Europe","5"
"46123","Mediterranean","November 30, 2018","2018","Nov","1","","1","","","1","","Presumed drowning","Body recovered on beach near Oued El Agueb, Annaba, Algeria","El Watan","37.595408000000, 7.867908000000","Central Mediterranean","https://bit.ly/2Rw7bzE","Uncategorized","1"
"46124","Southeast Asia","November 30, 2018","2018","Nov","2","","2","14","","","","Vehicle Accident","Prachuap Khiri Khan, Thailand","The Nation (Thailand Portal)","11.788676000000, 99.791487000000","","https://bit.ly/2zG2A72, https://bit.ly/2Ss7YSb, https://bit.ly/2PjWRsE","South-eastern Asia","3"
"46110","Mediterranean","November 29, 2018","2018","Nov","1","","1","56","1","","","Unknown (found on dinghy)","Unspecified location in the Alboran Sea, between Nador, Morocco and Málaga, Spain","Salvamento Marítimo, Caminando Fronteras","35.944056000000, -4.296153000000","Western Mediterranean","https://bit.ly/2FWoGI4, https://bit.ly/2zD8Pbw, https://bit.ly/2E64KR3","Uncategorized","5"
"46111","US-Mexico Border","November 29, 2018","2018","Nov","1","","1","","","1","","Drowning","Río Bravo, body recovered near Calle Hidalgo and Boulevard Colosio, Nuevo Laredo, Tamaulipas, Mexico","Expreso, El Mañana de Nuevo Laredo","27.499653000000, -99.505310000000","Central America to US","https://bit.ly/2EcRjPF, https://bit.ly/2AHH7KC","Central America","3"
"46112","US-Mexico Border","November 29, 2018","2018","Nov","3","","3","8","","","","Vehicle Accident","I-8 in southeastern San Diego county, US, less than 10 miles from Mexico border.","US Border Patrol, CAL FIRE San Diego Public Affairs Bureau","32.662275000000, -116.223979000000","Central America to US","https://bit.ly/2Rv00rv, https://bit.ly/2Q7zcB3, https://bit.ly/2zwV8uY","Northern America","5"
"46113","US-Mexico Border","November 29, 2018","2018","Nov","1","","1","","","","","Unknown","Ranch located 50 miles from the Texas-Mexico border, near Freer, Duval County, Texas, USA","Líderweb","27.778512000000, -98.724081000000","Central America to US","https://bit.ly/2KOsEkz","Northern America","1"
"51551","US-Mexico Border","November 29, 2018","2018","Nov","2","","2","","1","1","","Vehicle Accident","I-8 east of Crestwood Rd, Live Oak Springs, San Diego County, California, USA","San Diego County Medical Examiner","32.705055619243, -116.357761744710","Central America to US","","Northern America","5"
"46105","Europe","November 28, 2018","2018","Nov","1","","1","8","","","","Vehicle Accident","Egnatia Odos highway, near Kavala, Greece","IOM Greece, Ethnos, Ekathimerini","40.954982000000, 24.386152000000","","https://bit.ly/2TUioLW, https://bit.ly/2DQ7qla","Southern Europe","4"
"46106","Mediterranean","November 28, 2018","2018","Nov","3","","3","90","","","","Presumed drowning","Unspecified location in the Alboran Sea, between Morocco and Spain","Salvamento Marítimo","36.150154000000, -3.405538000000","Western Mediterranean","https://bit.ly/2Q2shJ1, https://bit.ly/2E3VEnU","Uncategorized","5"
"46107","Central America","November 28, 2018","2018","Nov","1","","1","","","1","","Hit by train","Train tracks near Colonia Las Amapolas, Hermosillo, Sonora, Mexico","El Imparcial","29.097150000000, -110.919818000000","","https://bit.ly/2AtM61o","Central America","1"
"46103","Europe","November 27, 2018","2018","Nov","4","","4","","","4","","Hit by train","Train tracks near Fylakas, between Alexandroupolis and Komotini, Greece, at the border with Turkey","IOM Greece, Ekathimerini, AFP","41.051762000000, 25.475700000000","","https://bit.ly/2DQ7qla, https://bit.ly/2PYVOmR","Southern Europe","4"
"46104","Europe","November 27, 2018","2018","Nov","","1","1","5","","1","","Presumed drowning","Reka river, Ilirska Bistrica district, Slovenia","Sta","45.565971000000, 14.234048000000","Western Balkans","https://bit.ly/2zudNrl","Southern Europe","1"
"46102","Central America","November 26, 2018","2018","Nov","1","","1","","","1","1","Pneumonia","IMSS Hospital in Meoqui, Chihuaha, Mexico","El Diario de Chihuaha, El Heraldo de Chihuahua","28.267376000000, -105.477996000000","","https://bit.ly/2P6VQE2, https://bit.ly/2TXvSGS","Central America","3"
"46098","US-Mexico Border","November 25, 2018","2018","Nov","1","","1","","","1","","Presumed drowning","Río Bravo, near Isla del Mudo, Piedras Negras, Coahuila, Mexico","Posta, Zócalo","28.756048379149, -100.530605432730","Central America to US","https://bit.ly/2DJpvB7, https://bit.ly/2P1trPN","Central America","3"
"46096","Mediterranean","November 24, 2018","2018","Nov","","1","1","13","","","","Presumed drowning","Unspecified location in the Alboran Sea, between Morocco and Spain","Salvamento Marítimo, Cruz Roja Almería","35.943355978115, -2.447945545313","Western Mediterranean","https://bit.ly/2TJ7aK9, https://bit.ly/2Al4RnH","Uncategorized","5"
"48063","Mediterranean","November 24, 2018","2018","Nov","20","9","29","39","2","27","","Presumed drowning","Unspecified location in the Alboran Sea, off the coast of Nador, Morocco","El País, Caminando Fronteras, Association Marocaine des Droits Humains - Section Nador","35.332202000000, -2.746510000000","Western Mediterranean","https://bit.ly/2DYRgqz, https://bit.ly/2Sb7gIN, https://www.facebook.com/AmdhNador/posts/2224760714402858, https://bit.ly/2QqrQYC","Uncategorized","4"
"46095","Middle East","November 23, 2018","2018","Nov","1","","1","26","","1","1","Vehicle Accident","Akseki-Manavgat highway, near Antalya, Turkey","Hurriyet","36.837397656734, 31.765854155410","","https://bit.ly/2RcSwsY","Western Asia","1"
"46093","US-Mexico Border","November 22, 2018","2018","Nov","1","","1","","","1","","Hit by vehicle","Hospital General de Tijuana, Baja California, Mexico","Uniradio","32.525530100000, -117.009588600000","Central America to US","https://bit.ly/2PTdHnp","Central America","1"
"46094","Mediterranean","November 22, 2018","2018","Nov","1","13","14","42","1","","","Presumed drowning","Unspecified location in the Alboran Sea, between Morocco and Spain","Salvamento Marítimo, Caminando Fronteras","36.125482848253, -3.019234607813","Western Mediterranean","https://bit.ly/2DUHzsO, https://bit.ly/2S44a9A, https://bit.ly/2P3LLaQ","Uncategorized","5"
"46109","Mediterranean","November 22, 2018","2018","Nov","1","6","7","11","","7","","Presumed drowning","Off the coast of Oued El Agueb, near Annaba, Algeria","El Watan","37.101562000000, 7.867572000000","Central Mediterranean","https://bit.ly/2Rw7bzE","Uncategorized","1"
"46141","US-Mexico Border","November 22, 2018","2018","Nov","1","","1","","","1","","Sickness and lack of access to medicines","Temporary migrant shelter in Villa Verde, Mexicali, Baja California, Mexico","La Crónica, UniMexicali","32.604487000000, -115.379027000000","Central America to US","https://bit.ly/2UyiBVA, https://bit.ly/2B2EHGC","Central America","3"
"46089","US-Mexico Border","November 21, 2018","2018","Nov","2","","2","","","","","Unknown","Brooks County, Texas, USA","Breitbart News","27.088454736067, -98.224044482031","Central America to US","https://bit.ly/2zlmwf7","Northern America","1"
"46090","US-Mexico Border","November 21, 2018","2018","Nov","1","","1","","","1","1","Pneumonia","Hospital General de Tijuana, Baja California, Mexico","Debate","32.525530100000, -117.009588600000","Central America to US","https://bit.ly/2AbFAw9","Central America","1"
"46088","US-Mexico Border","November 20, 2018","2018","Nov","1","","1","","","1","1","Hit by vehicle","KM 122 highway between Mexicali and Tijuana, near La Rumorosa, Tecate, Baja California, Mexico","La Jornada, La Verdad","32.511197835073, -116.080225617040","Central America to US","https://bit.ly/2KoYFzI, https://bit.ly/2Kr8pJF","Uncategorized","3"
"51541","US-Mexico Border","November 20, 2018","2018","Nov","1","","1","","","1","","Unknown","All American Canal, Calexico, Imperial County, California, USA","Imp","32.673095138309, -115.391251701330","Central America to US","","Northern America","5"
"46085","Mediterranean","November 19, 2018","2018","Nov","1","","1","10","","1","","Drowning","Off the coast of Bodrum, Mugla province, Turkey","Turkish Coast Guard via IOM Turkey","36.957355521278, 27.406164084473","Eastern Mediterranean","https://bit.ly/2DycMBl","Uncategorized","5"
"46086","Mediterranean","November 19, 2018","2018","Nov","2","7","9","1","1","8","","Presumed drowning","Unspecified location between Tangiers, Morocco and Cádiz, Spain","La Voz de Cádiz, Andalucía Información, Europa Press","36.207723272813, -6.263366759375","Western Mediterranean","https://bit.ly/2QXf5BL, https://bit.ly/2DQ7Usi, https://bit.ly/2Ab8zjL","Uncategorized","3"
"46092","US-Mexico Border","November 19, 2018","2018","Nov","1","","1","","","","","Unknown","Ranch on Texas Highway 359, east of Hebbronville, Jim Hogg County, Texas, USA","El Mañana de Nuevo Laredo","27.330210520667, -98.630746182528","Central America to US","https://bit.ly/2r6Q4bU","Northern America","1"
"46082","North Africa","November 18, 2018","2018","Nov","","22","22","3","","1","1","Presumed drowning","Off the coast of Aglou, province of Tiznit, Morocco","Médias24, L'Orient Le Jour, EFE, 2M","29.822677770283, -10.210486774219","Western African","https://bit.ly/2qSCyIT, https://bit.ly/2KdkRwt, https://bit.ly/2qRWlrU, https://bit.ly/2BikePo","Uncategorized","3"
"46083","Europe","November 18, 2018","2018","Nov","1","","1","","","1","","Hit by vehicle","Body found underneath a bus at the Eurotunnel terminal in Folkestone, Kent, UK","BBC","51.095487806190, 1.120740941664","","https://bbc.in/2BgnzOS, https://bit.ly/2qTcTzL, https://bit.ly/2UBpggn","Western Europe","3"
"51484","US-Mexico Border","November 18, 2018","2018","Nov","1","","1","","","","","Unknown","Private ranch in Kenedy County, Texas, USA","Kenedy County Sheriff's Office","26.955081229481, -97.828384703299","Central America to US","","Northern America","5"
"46101","Caribbean","November 17, 2018","2018","Nov","2","","2","","1","1","","Presumed drowning","Off the coast of Mangrove Bight, Guanaja, Islas de la Bahía, Honduras","La Prensa, Ciber Cuba","16.525452000000, -85.875321000000","","https://bit.ly/2BBEEmu, https://bit.ly/2BC4Ldh, https://bit.ly/2A7tILw","Caribbean","3"
"51447","Sub-Saharan Africa","November 17, 2018","2018","Nov","1","","1","","","1","","Vehicle Accident","Niamey, Niger","Mixed Migration Monitoring Mechanism Initiative (4mi)","13.511667000000, 2.125278000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"46080","US-Mexico Border","November 16, 2018","2018","Nov","1","","1","","","1","","Presumed drowning","Río Bravo, near Colonia Control Tres Norte, Matamoros, Tamaulipas, Mexico","Hoy Tamaulipas, El Diario de Victoria","25.888653822568, -97.523186761530","Central America to US","https://bit.ly/2Kecscj, https://bit.ly/2FsCEkH","Central America","3"
"46081","Central America","November 16, 2018","2018","Nov","1","","1","","","1","","Unknown (violence)","Body found in Las Mojarras, Veracruz, Mexico","Telediario","19.025215788750, -96.317462928047","","https://bit.ly/2PxaqtB","Central America","1"
"46100","Central America","November 16, 2018","2018","Nov","1","","1","","","1","","Hit by train","Train tracks near El Mirador, Atotonilco de Tula, Hidalgo, México","AM Hidalgo, La Región","20.023597000000, -99.217633000000","","https://bit.ly/2RnnheL, https://bit.ly/2KJx2RZ","Central America","3"
"51489","US-Mexico Border","November 16, 2018","2018","Nov","1","","1","","","1","","Unknown","McAllen Pump Station, south of Military Road on Bentsen Road, Hidalgo County, Texas, USA","Hidalgo County Sheriff's Office","26.097296000000, -98.261871000000","Central America to US","","Northern America","5"
"46079","Mediterranean","November 15, 2018","2018","Nov","4","6","10","3","","2","","Presumed drowning","Off Isola del Toro, Sardinia, Italy","Italian Armed Forces, La Stampa, Il Fatto Quotidiano, Alg24","38.844062326256, 8.408826454492","Central Mediterranean","https://bit.ly/2DMuSAA, https://bit.ly/2OQNd0r, https://bit.ly/2QP5E7k, https://bit.ly/2QvDhOR","Uncategorized","3"
"46078","US-Mexico Border","November 14, 2018","2018","Nov","1","","1","","","1","","Unknown","Ranch south of Laredo, Webb County, Texas, USA","El Mañana de Nuevo Laredo","27.381818793300, -99.448285378522","Central America to US","https://bit.ly/2QZJ4cs","Northern America","1"
"46099","Europe","November 14, 2018","2018","Nov","1","","1","","","1","","Sickness and lack of access to medicines","Hospital in Belgrade, died from injuries sustained during journey to Serbia","UNHCR","44.765773000000, 20.467632000000","Western Balkans","https://bit.ly/2PWNQL4","Southern Europe","4"
"51446","Horn of Africa","November 14, 2018","2018","Nov","5","","5","","2","1","1","Excessive Physical Abuse, Shot or stabbed","Near Gambella, Ethiopia","Mixed Migration Monitoring Mechanism Initiative (4mi)","8.271988000000, 34.587575000000","","http://www.mixedmigration.org/4mi/","Eastern Africa","2"
"46087","US-Mexico Border","November 13, 2018","2018","Nov","1","","1","1","1","","","Unknown","Ranch west of Falfurrias, Brooks County, Texas, USA","Breitbart News","27.194011764208, -98.274634046484","Central America to US","https://bit.ly/2zlmwf7","Northern America","1"
"46072","Mediterranean","November 12, 2018","2018","Nov","6","4","10","5","4","5","6","Presumed drowning","Unspecified location between Dikili, Turkey and Lesvos, Greece","Turkish Coast Guard, IOM Turkey","39.076232633511, 26.729897242187","Eastern Mediterranean","https://bit.ly/2DAdqPo","Uncategorized","5"
"46073","South Asia","November 12, 2018","2018","Nov","2","","2","5","","2","","Shot","Road in Sistan and Baluchestan province, Iran, near border with Panjgur district, Pakistan","AP, The Express Tribune","27.149020794829, 63.291549697656","","https://wapo.st/2zZtt5p, https://bit.ly/2qKteql","Southern Asia","3"
"46074","Europe","November 12, 2018","2018","Nov","1","","1","9","1","","","Vehicle Accident","Egnatia Odos (A2) motorway, outside Thessaloniki, Greece","IOM Greece","40.706812500000, 23.191562500000","Western Balkans","https://bit.ly/2K1Flbs","Southern Europe","4"
"46077","Europe","November 11, 2018","2018","Nov","1","","1","","","1","","Presumed drowning","Drina river, near Roćević, Bosnia and Herzegovina - Serbia border","UNHCR, IOM Serbia","44.522738789151, 19.151800033374","Western Balkans","https://bit.ly/2QTY8Il","Southern Europe","4"
"51444","Sub-Saharan Africa","November 11, 2018","2018","Nov","1","","1","","","1","","Sickness and lack of access to medicines","Bamako, Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.639167000000, -8.002778000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51445","Sub-Saharan Africa","November 11, 2018","2018","Nov","1","","1","","1","","","Sickness and lack of access to medicines","Agadez, Niger","Mixed Migration Monitoring Mechanism Initiative (4mi)","16.967643000000, 7.985137000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"46067","Europe","November 10, 2018","2018","Nov","1","","1","27","","1","1","Vehicle Accident","Vrasna interchange between Egnatia Odos (A2) and Thessaloniki-Kavala National Highway, near Thessaloniki, Greece","IOM Greece","40.739954570559, 23.016855162231","Western Balkans","https://bit.ly/2B1FXv3, https://bit.ly/2Pp3K0r","Southern Europe","4"
"46068","Mediterranean","November 10, 2018","2018","Nov","2","","2","13","","2","1","Unknown","Off the coast of Chilches, Málaga, Spain","El País, Diario Sur, Cadena Ser","36.709463477802, -4.221767056592","Western Mediterranean","https://bit.ly/2K3d98l, https://bit.ly/2zLHSls, https://bit.ly/2QwrKvc","Uncategorized","3"
"46069","Mediterranean","November 10, 2018","2018","Nov","1","","1","","","1","","Drowning","Body found on San Amaro beach, Ceuta, Spain","ABC, Ceuta Actualidad","35.896543454211, -5.300197427261","Western Mediterranean","https://bit.ly/2OGVNP8, https://bit.ly/2B0dVju","Uncategorized","3"
"46071","Mediterranean","November 10, 2018","2018","Nov","","1","1","40","","1","","Drowning","Channel of Sicily, off the coast of Lampedusa, Italy","Nuovo Sud, ANSA","35.203978684726, 12.812646562500","Central Mediterranean","https://bit.ly/2DkHYE1, https://bit.ly/2OK8NUg","Uncategorized","3"
"46091","US-Mexico Border","November 09, 2018","2018","Nov","1","","1","","","1","","Unknown","Ranch east of Border Patrol Checkpoint, Brooks County, Texas, USA","Breitbart News","27.031213823663, -97.970171350586","Central America to US","https://bit.ly/2zlmwf7","Northern America","1"
"46122","Mediterranean","November 08, 2018","2018","Nov","","5","5","","1","4","","Presumed drowning","Off the coast of Annaba, Algeria","El Watan","37.596845000000, 7.868337000000","Central Mediterranean","https://bit.ly/2QfMxHs","Uncategorized","1"
"48339","Middle East","November 08, 2018","2018","Nov","1","","1","","","1","","Shot","Syria-Turkey border, Jarabulus, Aleppo Governorate, Syria","Syrian Observatory for Human Rights","36.829138418553, 37.987020277664","","http://www.syriahr.com/en/?p=106286","Western Asia","4"
"51443","Sub-Saharan Africa","November 08, 2018","2018","Nov","1","","1","","","1","","Vehicle Accident","Sikasso, Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","11.316667000000, -5.666667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51442","Sub-Saharan Africa","November 07, 2018","2018","Nov","3","","3","","1","1","1","Vehicle Accident","Sikasso, Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","11.316667000000, -5.666667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"46064","US-Mexico Border","November 06, 2018","2018","Nov","1","","1","","","1","","Presumed drowning","Río Bravo, near Rancho Las Dos Cruces, Guerrero, Coahuila, Mexico","La Rancherita del Aire, Zócalo","28.330220711783, -100.301303382470","Central America to US","https://bit.ly/2QBL7mG, https://bit.ly/2OCsjSB","Central America","3"
"46065","Central America","November 06, 2018","2018","Nov","1","","1","","","1","","Fall from train","Train tracks near Tepeji del Río, Hidalgo, Mexico","Criterio Hidalgo","19.911531499716, -99.363792495337","","https://bit.ly/2T7jkvR","Central America","1"
"46066","Middle East","November 06, 2018","2018","Nov","5","","5","16","","","","Vehicle Accident","Road near Saray, Van province, Turkey","Anadolu Agency, إذاعة صوت العراق‎, Sabah","38.645007505791, 44.204894246094","","https://bit.ly/2T6kCaD, https://bit.ly/2JWSjqM, https://bit.ly/2Pnt8DP","Western Asia","3"
"51441","Sub-Saharan Africa","November 06, 2018","2018","Nov","1","","1","","","1","","Sickness and lack of access to medicines","Sikasso, Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","11.316667000000, -5.666667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"46056","Mediterranean","November 05, 2018","2018","Nov","23","","23","22","","9","","Drowning","Off the coast of Caños de Meca, Cadiz, Spain","Salvamento Marítimo, El Diaro, El País","36.146208377123, -6.010210826953","Western Mediterranean","https://twitter.com/salvamentogob/status/1059535208607870977, https://bit.ly/2D54HDQ, https://bit.ly/2zu1lXH, https://bit.ly/2Don8nV, https://bit.ly/2Pl7SyL, https://bit.ly/2DhGni5, https://bit.ly/2zUaNDP, https://bit.ly/2K9huqp, https://bit.ly/2Tm0kdk, https://bit.ly/2R2Fa2c","Uncategorized","5"
"46057","Mediterranean","November 05, 2018","2018","Nov","13","18","31","80","","13","","Presumed drowning","Off the coast of Melilla, Spain","Salvamento Maritimo, El Diario, El Pais","35.537958511526, -2.934664072461","Western Mediterranean","https://twitter.com/salvamentogob/status/1059535208607870977, https://bit.ly/2D54HDQ, https://bit.ly/2zu1lXH, https://bit.ly/2Don8nV","Uncategorized","5"
"46144","Europe","November 05, 2018","2018","Nov","1","","1","","","1","","Hit by vehicle","On Egnatia Motorway in Igoumenitsa, Greece","IOM Greece, MSF Greece","39.488630000000, 20.280311000000","","https://bit.ly/2E6TFP5","Southern Europe","4"
"48106","US-Mexico Border","November 05, 2018","2018","Nov","1","","1","","","","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.967683100000, -113.013308300000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"51440","Sub-Saharan Africa","November 05, 2018","2018","Nov","2","","2","","1","1","1","Vehicle Accident","Zegoua, Mali","Mixed Migration Monitoring Mechanism Initiative (4mi)","10.487500000000, -5.653611000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51438","Sub-Saharan Africa","November 04, 2018","2018","Nov","1","","1","","1","","","Sickness and lack of access to medicines","Fada N'gourma, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.050000000000, 0.366667000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"51439","Sub-Saharan Africa","November 04, 2018","2018","Nov","1","","1","","1","","","Vehicle Accident","Boudieri, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","12.190000000000, 1.390000000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"46049","US-Mexico Border","November 03, 2018","2018","Nov","1","","1","","","1","","Drowning","Rio Bravo, near El Indio, Maverick County, Texas, USA","La Rancherita del Aire","28.507101348765, -100.318219816460","Central America to US","https://bit.ly/2EZkExY, https://bit.ly/2K6lEPY","Northern America","3"
"46062","Sub-Saharan Africa","November 03, 2018","2018","Nov","1","","1","","","1","","Presumed drowning","Body recovered on beach on Mayotte","France Info","-12.784647790344, 45.100326031250","","https://bit.ly/2qzGJcw","Eastern Africa","1"
"48105","US-Mexico Border","November 03, 2018","2018","Nov","1","","1","","","1","","Unknown (skeletal remains)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.674569600000, -110.922837800000","Central America to US","http://www.humaneborders.info/","Northern America","5"
"51437","Sub-Saharan Africa","November 03, 2018","2018","Nov","1","","1","","1","","","Sickness and lack of access to medicines","Bobo Dioulasso, Burkina Faso","Mixed Migration Monitoring Mechanism Initiative (4mi)","11.183333000000, -4.283333000000","","http://www.mixedmigration.org/4mi/","Western Africa","2"
"46061","Central America","November 02, 2018","2018","Nov","1","","1","","","1","","Dehydration","San Marcos, Guatemala ","Proceso","14.960978200000, -91.807458600000","","https://bit.ly/2REqSou","Central America","1"
"46076","US-Mexico Border","November 02, 2018","2018","Nov","1","","1","","","1","","Drowning","Río Bravo, near Colonia Los Pinos, Matamoros, Tamaulipas, Mexico","Punto Informativo, Hoy Tamaulipas","25.881211791344, -97.479659873636","Central America to US","https://bit.ly/2BgrsUb, https://bit.ly/2Kecscj","Central America","3"
"48104","US-Mexico Border","November 02, 2018","2018","Nov","1","","1","","","1","","Unknown (multiple blunt force injuries)","Pima County jurisdiction, Arizona, USA","Pima County Office of the Medical Examiner","31.812760500000, -109.728415100000","Central America to US","http://www.humaneborders.info/","Northern America","5"
